Country,Cowcode,Year,Independent Country?,other,shia,sunni,muslim,orthodox,romancatholic,christian,protestant,traditionalbelief,jewish,yezidi,buddhist,hindu,bahai,sikh,nonreligious,coptic,jain,zoroastrian,druze,ibadiyah,taoism,chondogyo,confucian,wonbulgyo,ikuantao,caodai,hoahoa
Cyprus,352,1946,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,1947,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,1948,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,1949,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,1950,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,1951,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,1952,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,1953,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,1954,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,1955,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,1956,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,1957,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,1958,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,1959,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,1960,1,1.821541,,,18.74621,78.88419,0.548061,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,1961,1,1.842995,,,18.72425,78.86697,0.5657813,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,1962,1,1.863861,,,18.7023,78.84976,0.5840714,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,1963,1,1.884132,,,18.68038,78.83253,0.6029488,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,1964,1,1.903793,,,18.65848,78.8153,0.6224329,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,1965,1,1.922813,,,18.63659,78.79805,0.6425426,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,1966,1,1.941185,,,18.61473,78.78079,0.6632974,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,1967,1,1.95887,,,18.59288,78.76353,0.6847181,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,1968,1,1.975868,,,18.57106,78.74625,0.7068258,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,1969,1,1.992149,,,18.54925,78.72896,0.7296417,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,1970,1,2.007683,,,18.52747,78.71166,0.7531888,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,1971,1,2.022461,,,18.5057,78.69435,0.7774898,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,1972,1,2.036446,,,18.48395,78.67703,0.8025683,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,1973,1,2.049622,,,18.46223,78.65971,0.8284492,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,1974,1,2.061958,,,18.44052,78.64236,0.8551577,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,1975,1,2.073433,,,18.41883,78.62502,0.882719,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,1976,1,2.084023,,,18.39717,78.60765,0.9111609,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,1977,1,2.093689,,,18.37552,78.59028,0.9405101,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,1978,1,2.102417,,,18.35389,78.5729,0.9707959,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,1979,1,2.110161,,,18.33228,78.55551,1.002047,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,1980,1,2.116905,,,18.3107,78.53811,1.034293,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,1981,1,2.122604,,,18.28913,78.5207,1.067566,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,1982,1,2.127251,,,18.26758,78.50327,1.101898,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,1983,1,2.130783,,,18.24605,78.48585,1.13732,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,1984,1,2.133194,,,18.22454,78.4684,1.173869,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,1985,1,2.134422,,,18.20305,78.45095,1.211577,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,1986,1,2.134453,,,18.18158,78.43349,1.250481,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,1987,1,2.133232,,,18.16013,78.41602,1.290618,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,1988,1,2.130745,,,18.1387,78.39853,1.332025,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,1989,1,2.12693,,,18.11729,78.38103,1.374743,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,1990,1,2.121758,,,18.0959,78.36353,1.418812,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,1991,1,2.115181,,,18.07453,78.34602,1.464271,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,1992,1,2.107162,,,18.05317,78.3285,1.511165,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,1993,1,2.097664,,,18.03184,78.31096,1.559538,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,1994,1,2.086617,,,18.01053,78.29342,1.609432,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,1995,1,2.074005,,,17.98924,78.27586,1.660897,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,1996,1,2.059761,,,17.96796,78.25829,1.713979,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,1997,1,2.043839,,,17.94671,78.24072,1.768726,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,1998,1,2.026192,,,17.92548,78.22314,1.82519,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,1999,1,2.006775,,,17.90426,78.20554,1.883422,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,2000,1,1.985519,,,17.88307,78.18793,1.943475,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,2001,1,1.962387,,,17.86189,78.17032,2.005403,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,2002,1,1.937309,,,17.84074,78.15269,2.069263,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,2003,1,1.910233,,,17.8196,78.13506,2.135113,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,2004,1,1.881096,,,17.79849,78.11741,2.20301,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,2005,1,1.849846,,,17.77739,78.09975,2.273017,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,2006,1,1.816414,,,17.75631,78.08208,2.345195,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,2007,1,1.780739,,,17.73525,78.0644,2.419608,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,2008,1,1.742744,,,17.71422,78.04671,2.496323,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,2009,1,1.702377,,,17.6932,78.02901,2.575405,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,2010,1,1.659569,,,17.6722,78.01131,2.656924,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,2011,1,1.614235,,,17.65122,77.99359,2.740951,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,2012,1,1.566322,,,17.63026,77.97586,2.827558,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,2013,1,1.515739,,,17.60932,77.95811,2.91682,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,355,1945,1,,0.9647284,11.65071,,86.02805,0.8171548,,0.2946474,,0.244704,,,,,,,,,,,,,,,,,,
Bulgaria,355,1946,1,,0.9641466,11.6461,,86.02258,0.8176211,,0.3004076,,0.2491511,,,,,,,,,,,,,,,,,,
Bulgaria,355,1947,1,,0.9635628,11.64147,,86.01692,0.8180866,,0.3062797,,0.2536783,,,,,,,,,,,,,,,,,,
Bulgaria,355,1948,1,,0.9629777,11.63683,,86.01109,0.8185505,,0.3122656,,0.258287,,,,,,,,,,,,,,,,,,
Bulgaria,355,1949,1,,0.9623912,11.63216,,86.00509,0.8190131,,0.3183676,,0.2629789,,,,,,,,,,,,,,,,,,
Bulgaria,355,1950,1,,0.9618031,11.62747,,85.99891,0.8194748,,0.3245877,,0.2677551,,,,,,,,,,,,,,,,,,
Bulgaria,355,1951,1,,0.961214,11.62277,,85.99254,0.8199348,,0.3309284,,0.2726175,,,,,,,,,,,,,,,,,,
Bulgaria,355,1952,1,,0.960623,11.61804,,85.98598,0.8203938,,0.3373918,,0.2775672,,,,,,,,,,,,,,,,,,
Bulgaria,355,1953,1,,0.9600302,11.61329,,85.97925,0.820851,,0.3439804,,0.2826061,,,,,,,,,,,,,,,,,,
Bulgaria,355,1954,1,,0.9594359,11.60851,,85.97231,0.8213068,,0.3506966,,0.2877355,,,,,,,,,,,,,,,,,,
Bulgaria,355,1955,1,,0.95884,11.60371,,85.96518,0.8217615,,0.3575424,,0.2929571,,,,,,,,,,,,,,,,,,
Bulgaria,355,1956,1,,0.9582429,11.5989,,85.95786,0.8222143,,0.3645209,,0.2982728,,,,,,,,,,,,,,,,,,
Bulgaria,355,1957,1,,0.9576436,11.59405,,85.95032,0.8226659,,0.3716341,,0.3036837,,,,,,,,,,,,,,,,,,
Bulgaria,355,1958,1,,0.9570424,11.58919,,85.94258,0.8231156,,0.3788849,,0.309192,,,,,,,,,,,,,,,,,,
Bulgaria,355,1959,1,,0.9564396,11.58429,,85.93463,0.8235636,,0.3862755,,0.314799,,,,,,,,,,,,,,,,,,
Bulgaria,355,1960,1,,0.9558348,11.57938,,85.92647,0.8240105,,0.3938091,,0.3205068,,,,,,,,,,,,,,,,,,
Bulgaria,355,1961,1,,0.9552286,11.57443,,85.91808,0.824455,,0.4014878,,0.3263168,,,,,,,,,,,,,,,,,,
Bulgaria,355,1962,1,,0.95462,11.56946,,85.90947,0.8248984,,0.4093148,,0.3322312,,,,,,,,,,,,,,,,,,
Bulgaria,355,1963,1,,0.9540096,11.56447,,85.90064,0.8253395,,0.4172927,,0.3382514,,,,,,,,,,,,,,,,,,
Bulgaria,355,1964,1,,0.9533971,11.55944,,85.89158,0.8257788,,0.4254245,,0.3443795,,,,,,,,,,,,,,,,,,
Bulgaria,355,1965,1,,0.952783,11.5544,,85.88228,0.8262166,,0.4337128,,0.3506175,,,,,,,,,,,,,,,,,,
Bulgaria,355,1966,1,,0.9521664,11.54932,,85.87273,0.8266521,,0.4421608,,0.356967,,,,,,,,,,,,,,,,,,
Bulgaria,355,1967,1,,0.9515476,11.54421,,85.86296,0.8270856,,0.4507714,,0.3634302,,,,,,,,,,,,,,,,,,
Bulgaria,355,1968,1,,0.9509267,11.53907,,85.85293,0.8275175,,0.4595478,,0.3700089,,,,,,,,,,,,,,,,,,
Bulgaria,355,1969,1,,0.9503035,11.53391,,85.84264,0.827947,,0.4684927,,0.3767054,,,,,,,,,,,,,,,,,,
Bulgaria,355,1970,1,,0.9496786,11.52871,,85.83211,0.8283747,,0.4776099,,0.3835213,,,,,,,,,,,,,,,,,,
Bulgaria,355,1971,1,,0.9490508,11.52348,,85.82131,0.8288,,0.4869023,,0.390459,,,,,,,,,,,,,,,,,,
Bulgaria,355,1972,1,,0.9484208,11.51822,,85.81024,0.829223,,0.4963728,,0.3975207,,,,,,,,,,,,,,,,,,
Bulgaria,355,1973,1,,0.9477883,11.51293,,85.7989,0.829644,,0.5060254,,0.4047082,,,,,,,,,,,,,,,,,,
Bulgaria,355,1974,1,,0.9471533,11.5076,,85.78729,0.8300624,,0.5158629,,0.4120241,,,,,,,,,,,,,,,,,,
Bulgaria,355,1975,1,,0.9465163,11.50224,,85.77541,0.830479,,0.5258893,,0.4194703,,,,,,,,,,,,,,,,,,
Bulgaria,355,1976,1,,0.9458762,11.49685,,85.76322,0.8308926,,0.5361077,,0.4270492,,,,,,,,,,,,,,,,,,
Bulgaria,355,1977,1,,0.9452336,11.49142,,85.75076,0.8313038,,0.5465219,,0.4347629,,,,,,,,,,,,,,,,,,
Bulgaria,355,1978,1,,0.9445883,11.48596,,85.73799,0.8317128,,0.5571353,,0.4426138,,,,,,,,,,,,,,,,,,
Bulgaria,355,1979,1,,0.9439402,11.48046,,85.72492,0.8321189,,0.5679519,,0.4506046,,,,,,,,,,,,,,,,,,
Bulgaria,355,1980,1,,0.9432899,11.47492,,85.71156,0.8325224,,0.5789753,,0.4587373,,,,,,,,,,,,,,,,,,
Bulgaria,355,1981,1,,0.9426363,11.46935,,85.69787,0.8329235,,0.5902094,,0.4670146,,,,,,,,,,,,,,,,,,
Bulgaria,355,1982,1,,0.9419798,11.46374,,85.68387,0.8333215,,0.6016579,,0.4754387,,,,,,,,,,,,,,,,,,
Bulgaria,355,1983,1,,0.9413203,11.45809,,85.66954,0.833717,,0.6133251,,0.4840125,,,,,,,,,,,,,,,,,,
Bulgaria,355,1984,1,,0.9406578,11.45239,,85.65488,0.8341092,,0.6252146,,0.4927382,,,,,,,,,,,,,,,,,,
Bulgaria,355,1985,1,,0.9399928,11.44666,,85.6399,0.8344986,,0.6373311,,0.5016184,,,,,,,,,,,,,,,,,,
Bulgaria,355,1986,1,,0.9393241,11.44089,,85.62457,0.8348854,,0.649678,,0.5106562,,,,,,,,,,,,,,,,,,
Bulgaria,355,1987,1,,0.9386524,11.43508,,85.60889,0.8352687,,0.6622604,,0.5198538,,,,,,,,,,,,,,,,,,
Bulgaria,355,1988,1,,0.9379773,11.42922,,85.59286,0.8356492,,0.675082,,0.5292142,,,,,,,,,,,,,,,,,,
Bulgaria,355,1989,1,,0.9372994,11.42332,,85.57647,0.8360261,,0.6881472,,0.5387399,,,,,,,,,,,,,,,,,,
Bulgaria,355,1990,1,,0.9366177,11.41738,,85.55971,0.8363997,,0.7014608,,0.5484341,,,,,,,,,,,,,,,,,,
Bulgaria,355,1991,1,,0.9359325,11.41138,,85.54258,0.8367705,,0.7150269,,0.5582992,,,,,,,,,,,,,,,,,,
Bulgaria,355,1992,1,,0.9352438,11.40535,,85.52508,0.8371373,,0.7288506,,0.5683383,,,,,,,,,,,,,,,,,,
Bulgaria,355,1993,1,,0.9345517,11.39927,,85.50719,0.8375009,,0.7429361,,0.5785546,,,,,,,,,,,,,,,,,,
Bulgaria,355,1994,1,,0.9338564,11.39314,,85.48891,0.8378611,,0.7572888,,0.5889507,,,,,,,,,,,,,,,,,,
Bulgaria,355,1995,1,,0.9331567,11.38696,,85.47022,0.8382173,,0.7719127,,0.5995299,,,,,,,,,,,,,,,,,,
Bulgaria,355,1996,1,,0.9324535,11.38073,,85.45114,0.8385704,,0.7868136,,0.610295,,,,,,,,,,,,,,,,,,
Bulgaria,355,1997,1,,0.9317464,11.37445,,85.43163,0.8389191,,0.8019956,,0.6212496,,,,,,,,,,,,,,,,,,
Bulgaria,355,1998,1,,0.9310353,11.36812,,85.41171,0.8392639,,0.8174647,,0.6323962,,,,,,,,,,,,,,,,,,
Bulgaria,355,1999,1,,0.9303207,11.36174,,85.39137,0.8396053,,0.8332253,,0.6437387,,,,,,,,,,,,,,,,,,
Bulgaria,355,2000,1,,0.9296016,11.35531,,85.37058,0.8399422,,0.8492832,,0.6552798,,,,,,,,,,,,,,,,,,
Bulgaria,355,2001,1,,0.9288784,11.34882,,85.34937,0.8402755,,0.8656434,,0.667023,,,,,,,,,,,,,,,,,,
Bulgaria,355,2002,1,,0.928151,11.34227,,85.32769,0.8406041,,0.8823116,,0.6789721,,,,,,,,,,,,,,,,,,
Bulgaria,355,2003,1,,0.9274192,11.33567,,85.30555,0.8409284,,0.8992928,,0.6911297,,,,,,,,,,,,,,,,,,
Bulgaria,355,2004,1,,0.9266836,11.32902,,85.28296,0.8412489,,0.9165934,,0.7035003,,,,,,,,,,,,,,,,,,
Bulgaria,355,2005,1,,0.925943,11.3223,,85.25988,0.8415644,,0.9342181,,0.7160863,,,,,,,,,,,,,,,,,,
Bulgaria,355,2006,1,,0.925198,11.31553,,85.23634,0.8418754,,0.9521738,,0.7288923,,,,,,,,,,,,,,,,,,
Bulgaria,355,2007,1,,0.9244484,11.3087,,85.21229,0.8421822,,0.9704657,,0.7419209,,,,,,,,,,,,,,,,,,
Bulgaria,355,2008,1,,0.9236944,11.3018,,85.18774,0.8424839,,0.9890994,,0.7551764,,,,,,,,,,,,,,,,,,
Bulgaria,355,2009,1,,0.9229352,11.29485,,85.16269,0.8427811,,1.008082,,0.7686627,,,,,,,,,,,,,,,,,,
Bulgaria,355,2010,1,,0.9221713,11.28783,,85.13713,0.8430731,,1.027418,,0.782383,,,,,,,,,,,,,,,,,,
Bulgaria,355,2011,1,,0.9214023,11.28074,,85.11104,0.8433599,,1.047115,,0.7963417,,,,,,,,,,,,,,,,,,
Bulgaria,355,2012,1,,0.9206284,11.2736,,85.08441,0.8436423,,1.067179,,0.8105422,,,,,,,,,,,,,,,,,,
Bulgaria,355,2013,1,,0.9198496,11.26638,,85.05725,0.8439189,,1.087617,,0.8249888,,,,,,,,,,,,,,,,,,
Moldova,359,1945,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,1946,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,1947,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,1948,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,1949,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,1950,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,1951,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,1952,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,1953,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,1954,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,1955,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,1956,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,1957,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,1958,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,1959,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,1960,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,1961,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,1962,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,1963,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,1964,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,1965,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,1966,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,1967,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,1968,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,1969,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,1970,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,1971,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,1972,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,1973,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,1974,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,1975,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,1976,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,1977,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,1978,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,1979,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,1980,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,1981,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,1982,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,1983,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,1984,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,1985,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,1986,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,1987,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,1988,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,1989,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,1990,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,1991,1,1.482109,,,,98.51789,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,1992,1,1.48597,,,,98.51403,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,1993,1,1.489838,,,,98.51016,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,1994,1,1.493713,,,,98.50629,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,1995,1,1.497604,,,,98.5024,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,1996,1,1.501503,,,,98.4985,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,1997,1,1.505409,,,,98.49459,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,1998,1,1.509331,,,,98.49067,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,1999,1,1.51326,,,,98.48674,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,2000,1,1.517197,,,,98.4828,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,2001,1,1.521141,,,,98.47886,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,2002,1,1.525101,,,,98.4749,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,2003,1,1.529076,,,,98.47092,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,2004,1,1.533051,,,,98.46695,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,2005,1,1.537041,,,,98.46296,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,2006,1,1.541039,,,,98.45896,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,2007,1,1.545052,,,,98.45495,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,2008,1,1.549072,,,,98.45093,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,2009,1,1.553101,,,,98.4469,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,2010,1,1.557144,,,,98.44286,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,2011,1,1.561195,,,,98.4388,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,2012,1,1.565254,,,,98.43475,,,,,,,,,,,,,,,,,,,,,,,
Moldova,359,2013,1,1.569328,,,,98.43067,,,,,,,,,,,,,,,,,,,,,,,
Rumania,360,1945,1,,,,0.624508,68.28888,6.863773,,4.768666,,,,,,,,19.45418,,,,,,,,,,,,
Rumania,360,1946,1,,,,0.6218041,68.90829,6.862879,,4.821688,,,,,,,,18.78533,,,,,,,,,,,,
Rumania,360,1947,1,,,,0.6189921,69.51751,6.860646,,4.874351,,,,,,,,18.1285,,,,,,,,,,,,
Rumania,360,1948,1,,,,0.6160724,70.11603,6.857063,,4.926621,,,,,,,,17.48422,,,,,,,,,,,,
Rumania,360,1949,1,,,,0.6130461,70.70338,6.852118,,4.978466,,,,,,,,16.85298,,,,,,,,,,,,
Rumania,360,1950,1,,,,0.6099138,71.27917,6.845813,,5.029857,,,,,,,,16.23524,,,,,,,,,,,,
Rumania,360,1951,1,,,,0.6066774,71.84304,6.838147,,5.080766,,,,,,,,15.63137,,,,,,,,,,,,
Rumania,360,1952,1,,,,0.6033388,72.39465,6.829127,,5.131171,,,,,,,,15.04171,,,,,,,,,,,,
Rumania,360,1953,1,,,,0.5999006,72.93374,6.818763,,5.181049,,,,,,,,14.46655,,,,,,,,,,,,
Rumania,360,1954,1,,,,0.5963656,73.46007,6.807073,,5.230383,,,,,,,,13.90611,,,,,,,,,,,,
Rumania,360,1955,1,,,,0.5927362,73.97346,6.794074,,5.279159,,,,,,,,13.36058,,,,,,,,,,,,
Rumania,360,1956,1,,,,0.589016,74.47375,6.779787,,5.32736,,,,,,,,12.83009,,,,,,,,,,,,
Rumania,360,1957,1,,,,0.5852085,74.96085,6.76424,,5.374979,,,,,,,,12.31472,,,,,,,,,,,,
Rumania,360,1958,1,,,,0.5813173,75.43469,6.74746,,5.422008,,,,,,,,11.81452,,,,,,,,,,,,
Rumania,360,1959,1,,,,0.5773467,75.89524,6.729479,,5.468441,,,,,,,,11.3295,,,,,,,,,,,,
Rumania,360,1960,1,,,,0.5733001,76.3425,6.710329,,5.514274,,,,,,,,10.8596,,,,,,,,,,,,
Rumania,360,1961,1,,,,0.5691817,76.77651,6.690047,,5.559508,,,,,,,,10.40475,,,,,,,,,,,,
Rumania,360,1962,1,,,,0.5649959,77.19736,6.668671,,5.604143,,,,,,,,9.964834,,,,,,,,,,,,
Rumania,360,1963,1,,,,0.560747,77.60512,6.646236,,5.648184,,,,,,,,9.539716,,,,,,,,,,,,
Rumania,360,1964,1,,,,0.5564395,77.99993,6.622785,,5.691633,,,,,,,,9.129215,,,,,,,,,,,,
Rumania,360,1965,1,,,,0.5520772,78.38194,6.59836,,5.734499,,,,,,,,8.73313,,,,,,,,,,,,
Rumania,360,1966,1,,,,0.5476647,78.7513,6.573001,,5.776792,,,,,,,,8.351235,,,,,,,,,,,,
Rumania,360,1967,1,,,,0.5432065,79.10825,6.546749,,5.818518,,,,,,,,7.983283,,,,,,,,,,,,
Rumania,360,1968,1,,,,0.5387067,79.45295,6.519648,,5.85969,,,,,,,,7.629005,,,,,,,,,,,,
Rumania,360,1969,1,,,,0.5341691,79.78565,6.49174,,5.900319,,,,,,,,7.288119,,,,,,,,,,,,
Rumania,360,1970,1,,,,0.5295984,80.10659,6.463067,,5.940419,,,,,,,,6.960325,,,,,,,,,,,,
Rumania,360,1971,1,,,,0.5249982,80.41602,6.433671,,5.980003,,,,,,,,6.645311,,,,,,,,,,,,
Rumania,360,1972,1,,,,0.5203727,80.71419,6.403596,,6.019089,,,,,,,,6.342759,,,,,,,,,,,,
Rumania,360,1973,1,,,,0.515726,81.00137,6.37288,,6.057688,,,,,,,,6.052336,,,,,,,,,,,,
Rumania,360,1974,1,,,,0.5110611,81.27785,6.341565,,6.095819,,,,,,,,5.773708,,,,,,,,,,,,
Rumania,360,1975,1,,,,0.506382,81.5439,6.309692,,6.133497,,,,,,,,5.506534,,,,,,,,,,,,
Rumania,360,1976,1,,,,0.5016922,81.7998,6.277297,,6.170738,,,,,,,,5.25047,,,,,,,,,,,,
Rumania,360,1977,1,,,,0.496995,82.04585,6.244418,,6.207563,,,,,,,,5.005171,,,,,,,,,,,,
Rumania,360,1978,1,,,,0.4922937,82.28233,6.211094,,6.243985,,,,,,,,4.77029,,,,,,,,,,,,
Rumania,360,1979,1,,,,0.4875911,82.50954,6.177361,,6.280025,,,,,,,,4.545484,,,,,,,,,,,,
Rumania,360,1980,1,,,,0.4828902,82.72775,6.143252,,6.315697,,,,,,,,4.330411,,,,,,,,,,,,
Rumania,360,1981,1,,,,0.4781939,82.93726,6.108799,,6.351022,,,,,,,,4.12473,,,,,,,,,,,,
Rumania,360,1982,1,,,,0.4735048,83.13834,6.074038,,6.386014,,,,,,,,3.928107,,,,,,,,,,,,
Rumania,360,1983,1,,,,0.4688257,83.33128,6.038998,,6.420695,,,,,,,,3.740211,,,,,,,,,,,,
Rumania,360,1984,1,,,,0.4641584,83.51634,6.003707,,6.455077,,,,,,,,3.560716,,,,,,,,,,,,
