Country,Cowcode,Year,Independent Country?,other,shia,sunni,muslim,orthodox,romancatholic,christian,protestant,traditionalbelief,jewish,yezidi,buddhist,hindu,bahai,sikh,nonreligious,coptic,jain,zoroastrian,druze,ibadiyah,taoism,chondogyo,confucian,wonbulgyo,ikuantao,caodai,hoahoa
Mauritania,435,1962,1,4.058548,,,95.94145,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,435,1963,1,3.861206,,,96.13879,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,435,1964,1,3.673096,,,96.3269,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,435,1965,1,3.493813,,,96.50619,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,435,1966,1,3.322983,,,96.67702,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,435,1967,1,3.160233,,,96.83977,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,435,1968,1,3.005203,,,96.9948,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,435,1969,1,2.857559,,,97.14244,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,435,1970,1,2.716965,,,97.28304,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,435,1971,1,2.583099,,,97.4169,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,435,1972,1,2.455666,,,97.54433,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,435,1973,1,2.334366,,,97.66563,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,435,1974,1,2.218925,,,97.78107,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,435,1975,1,2.10907,,,97.89093,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,435,1976,1,2.004539,,,97.99546,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,435,1977,1,1.90509,,,98.09491,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,435,1978,1,1.810478,,,98.18952,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,435,1979,1,1.72049,,,98.27951,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,435,1980,1,1.634895,,,98.3651,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,435,1981,1,1.553497,,,98.4465,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,435,1982,1,1.476089,,,98.52391,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,435,1983,1,1.402481,,,98.59752,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,435,1984,1,1.332489,,,98.66751,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,435,1985,1,1.265953,,,98.73405,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,435,1986,1,1.202698,,,98.7973,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,435,1987,1,1.142563,,,98.85744,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,435,1988,1,1.085403,,,98.9146,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,435,1989,1,1.031075,,,98.96893,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,435,1990,1,0.9794388,,,99.02056,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,435,1991,1,0.9303665,,,99.06963,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,435,1992,1,0.883728,,,99.11627,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,435,1993,1,0.8394089,,,99.16059,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,435,1994,1,0.7972946,,,99.20271,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,435,1995,1,0.7572708,,,99.24273,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,435,1996,1,0.7192459,,,99.28075,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,435,1997,1,0.6831207,,,99.31688,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,435,1998,1,0.6487961,,,99.3512,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,435,1999,1,0.616188,,,99.38381,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,435,2000,1,0.5852051,,,99.41479,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,435,2001,1,0.5557709,,,99.44423,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,435,2002,1,0.5278091,,,99.47219,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,435,2003,1,0.5012512,,,99.49875,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,435,2004,1,0.4760208,,,99.52398,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,435,2005,1,0.4520493,,,99.54795,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,435,2006,1,0.4292908,,,99.57071,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,435,2007,1,0.4076614,,,99.59234,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,435,2008,1,0.3871231,,,99.61288,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,435,2009,1,0.3676224,,,99.63238,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,435,2010,1,0.3490906,,,99.65091,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,435,2011,1,0.3314972,,,99.6685,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,435,2012,1,0.3147812,,,99.68522,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,435,2013,1,0.298912,,,99.70109,,,,,,,,,,,,,,,,,,,,,,,,
Niger,436,1945,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,436,1946,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,436,1947,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,436,1948,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,436,1949,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,436,1950,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,436,1951,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,436,1952,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,436,1953,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,436,1954,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,436,1955,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,436,1956,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,436,1957,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,436,1958,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,436,1959,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,436,1960,1,0,,,77.76886,,,0.4171892,,21.81395,,,,,,,,,,,,,,,,,,,
Niger,436,1961,1,0,,,78.42004,,,0.418084,,21.16187,,,,,,,,,,,,,,,,,,,
Niger,436,1962,1,0,,,79.06031,,,0.4189401,,20.52075,,,,,,,,,,,,,,,,,,,
Niger,436,1963,1,0,,,79.68934,,,0.4197568,,19.8909,,,,,,,,,,,,,,,,,,,
Niger,436,1964,1,0,,,80.30685,,,0.4205332,,19.27261,,,,,,,,,,,,,,,,,,,
Niger,436,1965,1,0,,,80.91259,,,0.421269,,18.66615,,,,,,,,,,,,,,,,,,,
Niger,436,1966,1,0,,,81.5063,,,0.4219639,,18.07173,,,,,,,,,,,,,,,,,,,
Niger,436,1967,1,0,,,82.0878,,,0.422617,,17.48958,,,,,,,,,,,,,,,,,,,
Niger,436,1968,1,0,,,82.65692,,,0.4232285,,16.91985,,,,,,,,,,,,,,,,,,,
Niger,436,1969,1,0,,,83.21351,,,0.4237984,,16.36269,,,,,,,,,,,,,,,,,,,
Niger,436,1970,1,0,,,83.75745,,,0.4243265,,15.81822,,,,,,,,,,,,,,,,,,,
Niger,436,1971,1,0,,,84.28867,,,0.4248133,,15.28651,,,,,,,,,,,,,,,,,,,
Niger,436,1972,1,0,,,84.80711,,,0.4252587,,14.76764,,,,,,,,,,,,,,,,,,,
Niger,436,1973,1,0,,,85.31272,,,0.4256635,,14.26162,,,,,,,,,,,,,,,,,,,
Niger,436,1974,1,0,,,85.8055,,,0.4260277,,13.76847,,,,,,,,,,,,,,,,,,,
Niger,436,1975,1,0.0198364,,,86.26836,,,0.4262673,,13.28554,,,,,,,,,,,,,,,,,,,
Niger,436,1976,1,0.1951447,,,86.58339,,,0.4258043,,12.79566,,,,,,,,,,,,,,,,,,,
Niger,436,1977,1,0.3610764,,,86.8923,,,0.4253418,,12.32129,,,,,,,,,,,,,,,,,,,
Niger,436,1978,1,0.5178757,,,87.19514,,,0.4248797,,11.8621,,,,,,,,,,,,,,,,,,,
Niger,436,1979,1,0.6657867,,,87.49199,,,0.4244184,,11.41781,,,,,,,,,,,,,,,,,,,
Niger,436,1980,1,0.8050385,,,87.78293,,,0.4239574,,10.98807,,,,,,,,,,,,,,,,,,,
Niger,436,1981,1,0.9358978,,,88.06802,,,0.4234968,,10.57259,,,,,,,,,,,,,,,,,,,
Niger,436,1982,1,1.058609,,,88.34734,,,0.4230368,,10.17101,,,,,,,,,,,,,,,,,,,
Niger,436,1983,1,1.173431,,,88.62096,,,0.4225773,,9.783026,,,,,,,,,,,,,,,,,,,
Niger,436,1984,1,1.280617,,,88.88898,,,0.4221182,,9.408286,,,,,,,,,,,,,,,,,,,
Niger,436,1985,1,1.380424,,,89.15145,,,0.4216597,,9.046462,,,,,,,,,,,,,,,,,,,
Niger,436,1986,1,1.473114,,,89.40846,,,0.4212019,,8.697219,,,,,,,,,,,,,,,,,,,
Niger,436,1987,1,1.558952,,,89.66009,,,0.4207443,,8.360217,,,,,,,,,,,,,,,,,,,
Niger,436,1988,1,1.638176,,,89.90641,,,0.4202873,,8.035127,,,,,,,,,,,,,,,,,,,
Niger,436,1989,1,1.711044,,,90.14751,,,0.4198307,,7.721611,,,,,,,,,,,,,,,,,,,
Niger,436,1990,1,1.777817,,,90.38347,,,0.4193746,,7.41934,,,,,,,,,,,,,,,,,,,
Niger,436,1991,1,1.83873,,,90.61436,,,0.4189191,,7.12799,,,,,,,,,,,,,,,,,,,
Niger,436,1992,1,1.894028,,,90.84028,,,0.418464,,6.847233,,,,,,,,,,,,,,,,,,,
Niger,436,1993,1,1.943947,,,91.06129,,,0.4180096,,6.576753,,,,,,,,,,,,,,,,,,,
Niger,436,1994,1,1.988731,,,91.27748,,,0.4175555,,6.316232,,,,,,,,,,,,,,,,,,,
Niger,436,1995,1,2.02861,,,91.48893,,,0.4171019,,6.065361,,,,,,,,,,,,,,,,,,,
Niger,436,1996,1,2.063789,,,91.69572,,,0.4166487,,5.823835,,,,,,,,,,,,,,,,,,,
Niger,436,1997,1,2.094513,,,91.89793,,,0.4161961,,5.591353,,,,,,,,,,,,,,,,,,,
Niger,436,1998,1,2.120987,,,92.09564,,,0.415744,,5.367625,,,,,,,,,,,,,,,,,,,
Niger,436,1999,1,2.14341,,,92.28894,,,0.4152924,,5.152359,,,,,,,,,,,,,,,,,,,
Niger,436,2000,1,2.161995,,,92.47789,,,0.4148414,,4.945274,,,,,,,,,,,,,,,,,,,
Niger,436,2001,1,2.176926,,,92.66258,,,0.4143907,,4.746098,,,,,,,,,,,,,,,,,,,
Niger,436,2002,1,2.188416,,,92.84309,,,0.4139405,,4.554558,,,,,,,,,,,,,,,,,,,
Niger,436,2003,1,2.196632,,,93.01949,,,0.4134909,,4.370394,,,,,,,,,,,,,,,,,,,
Niger,436,2004,1,2.201752,,,93.19186,,,0.4130417,,4.193349,,,,,,,,,,,,,,,,,,,
Niger,436,2005,1,2.203957,,,93.36028,,,0.4125929,,4.023175,,,,,,,,,,,,,,,,,,,
Niger,436,2006,1,2.203407,,,93.52482,,,0.4121447,,3.859629,,,,,,,,,,,,,,,,,,,
Niger,436,2007,1,2.200272,,,93.68555,,,0.4116971,,3.702474,,,,,,,,,,,,,,,,,,,
Niger,436,2008,1,2.194702,,,93.84257,,,0.4112499,,3.551482,,,,,,,,,,,,,,,,,,,
Niger,436,2009,1,2.186844,,,93.99593,,,0.4108031,,3.40643,,,,,,,,,,,,,,,,,,,
Niger,436,2010,1,2.176834,,,94.14571,,,0.4103568,,3.267101,,,,,,,,,,,,,,,,,,,
Niger,436,2011,1,2.164833,,,94.29197,,,0.409911,,3.133287,,,,,,,,,,,,,,,,,,,
Niger,436,2012,1,2.150955,,,94.4348,,,0.4094656,,3.004782,,,,,,,,,,,,,,,,,,,
Niger,436,2013,1,2.135323,,,94.57426,,,0.409021,,2.881392,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,1945,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,1946,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,1947,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,1948,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,1949,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,1950,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,1951,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,1952,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,1953,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,1954,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,1955,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,1956,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,1957,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,1958,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,1959,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,1960,1,0,,,14.37628,,,8.215878,,77.40784,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,1961,1,0,,,14.80117,,,8.468743,,76.73009,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,1962,1,0,,,15.23999,,,8.73065,,76.02936,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,1963,1,0,,,15.69322,,,9.001963,,75.30481,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,1964,1,0,,,16.16136,,,9.283045,,74.55559,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,1965,1,0,,,16.64489,,,9.57427,,73.78084,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,1966,1,0,,,17.14429,,,9.876009,,72.97971,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,1967,1,0,,,17.66002,,,10.18863,,72.15134,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,1968,1,0,,,18.19252,,,10.51251,,71.29497,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,1969,1,0,,,18.74223,,,10.848,,70.40977,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,1970,1,0,,,19.30951,,,11.19544,,69.49505,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,1971,1,0,,,19.89473,,,11.55517,,68.55009,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,1972,1,0,,,20.49818,,,11.9275,,67.57431,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,1973,1,0,,,21.12011,,,12.3127,,66.56718,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,1974,1,0,,,21.76069,,,12.71103,,65.52827,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,1975,1,0.2987595,,,22.35304,,,13.0835,,64.2647,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,1976,1,0.8547897,,,22.90067,,,13.43207,,62.81247,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,1977,1,1.41716,,,23.45767,,,13.78845,,61.33672,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,1978,1,1.983414,,,24.02399,,,14.15275,,59.83985,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,1979,1,2.550949,,,24.59959,,,14.52505,,58.32441,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,1980,1,3.117081,,,25.18441,,,14.90544,,56.79306,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,1981,1,3.678978,,,25.77838,,,15.29401,,55.24863,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,1982,1,4.233734,,,26.38142,,,15.69085,,53.694,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,1983,1,4.778381,,,26.99343,,,16.09602,,52.13216,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,1984,1,5.309937,,,27.61432,,,16.50961,,50.56614,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,1985,1,5.825356,,,28.24396,,,16.93168,,48.999,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,1986,1,6.32164,,,28.88223,,,17.3623,,47.43383,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,1987,1,6.795799,,,29.52899,,,17.80152,,45.87369,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,1988,1,7.244919,,,30.18409,,,18.2494,,44.32159,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,1989,1,7.666153,,,30.84736,,,18.70598,,42.78051,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,1990,1,8.05677,,,31.51862,,,19.17131,,41.2533,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,1991,1,8.414146,,,32.19769,,,19.64541,,39.74275,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,1992,1,8.735817,,,32.88436,,,20.12832,,38.2515,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,1993,1,9.019478,,,33.57843,,,20.62006,,36.78204,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,1994,1,9.262985,,,34.27966,,,21.12063,,35.33673,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,1995,1,9.464401,,,34.98782,,,21.63004,,33.91774,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,1996,1,9.621979,,,35.70266,,,22.14829,,32.52707,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,1997,1,9.734184,,,36.42393,,,22.67536,,31.16652,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,1998,1,9.79969,,,37.15135,,,23.21124,,29.83772,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,1999,1,9.817383,,,37.88464,,,23.75589,,28.54208,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,2000,1,9.786392,,,38.62351,,,24.30927,,27.28083,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,2001,1,9.706017,,,39.36765,,,24.87135,,26.05499,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,2002,1,9.575798,,,40.11676,,,25.44204,,24.86539,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,2003,1,9.395485,,,40.87052,,,26.0213,,23.7127,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,2004,1,9.165001,,,41.6286,,,26.60904,,22.59736,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,2005,1,8.884483,,,42.39065,,,27.20517,,21.51969,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,2006,1,8.554245,,,43.15634,,,27.8096,,20.47982,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,2007,1,8.174751,,,43.92532,,,28.42221,,19.47772,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,2008,1,7.746651,,,44.69722,,,29.04289,,18.51324,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,2009,1,7.270714,,,45.47169,,,29.6715,,17.58609,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,2010,1,6.747879,,,46.24836,,,30.30791,,16.69586,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,2011,1,6.179169,,,47.02685,,,30.95196,,15.84203,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,2012,1,5.565735,,,47.80679,,,31.60349,,15.02398,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,437,2013,1,4.908836,,,48.5878,,,32.26233,,14.24104,,,,,,,,,,,,,,,,,,,
Guinea,438,1945,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,438,1946,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,438,1947,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,438,1948,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,438,1949,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,438,1950,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,438,1951,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,438,1952,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,438,1953,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,438,1954,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,438,1955,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,438,1956,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,438,1957,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,438,1958,1,,,,58.29918,,,0.6395159,,41.06131,,,,,,,,,,,,,,,,,,,
Guinea,438,1959,1,,,,59.32196,,,0.6795767,,39.99847,,,,,,,,,,,,,,,,,,,
Guinea,438,1960,1,,,,60.33954,,,0.7220668,,38.93839,,,,,,,,,,,,,,,,,,,
Guinea,438,1961,1,,,,61.35064,,,0.7671208,,37.88224,,,,,,,,,,,,,,,,,,,
Guinea,438,1962,1,,,,62.35396,,,0.8148793,,36.83116,,,,,,,,,,,,,,,,,,,
Guinea,438,1963,1,,,,63.3482,,,0.8654898,,35.78631,,,,,,,,,,,,,,,,,,,
Guinea,438,1964,1,,,,64.33207,,,0.9191064,,34.74883,,,,,,,,,,,,,,,,,,,
Guinea,438,1965,1,,,,65.30428,,,0.9758897,,33.71983,,,,,,,,,,,,,,,,,,,
Guinea,438,1966,1,,,,66.26357,,,1.036009,,32.70042,,,,,,,,,,,,,,,,,,,
Guinea,438,1967,1,,,,67.2087,,,1.09964,,31.69166,,,,,,,,,,,,,,,,,,,
Guinea,438,1968,1,,,,68.13846,,,1.166966,,30.69457,,,,,,,,,,,,,,,,,,,
Guinea,438,1969,1,,,,69.05167,,,1.238178,,29.71016,,,,,,,,,,,,,,,,,,,
Guinea,438,1970,1,,,,69.94717,,,1.313477,,28.73935,,,,,,,,,,,,,,,,,,,
Guinea,438,1971,1,,,,70.82389,,,1.39307,,27.78304,,,,,,,,,,,,,,,,,,,
Guinea,438,1972,1,,,,71.68075,,,1.477175,,26.84208,,,,,,,,,,,,,,,,,,,
Guinea,438,1973,1,,,,72.51674,,,1.566018,,25.91724,,,,,,,,,,,,,,,,,,,
Guinea,438,1974,1,,,,73.33092,,,1.659833,,25.00925,,,,,,,,,,,,,,,,,,,
Guinea,438,1975,1,,,,74.12236,,,1.758866,,24.11878,,,,,,,,,,,,,,,,,,,
Guinea,438,1976,1,,,,74.89023,,,1.863371,,23.2464,,,,,,,,,,,,,,,,,,,
Guinea,438,1977,1,,,,75.63372,,,1.97361,,22.39267,,,,,,,,,,,,,,,,,,,
Guinea,438,1978,1,,,,76.3521,,,2.089858,,21.55804,,,,,,,,,,,,,,,,,,,
Guinea,438,1979,1,,,,77.04467,,,2.212399,,20.74293,,,,,,,,,,,,,,,,,,,
Guinea,438,1980,1,,,,77.71081,,,2.341524,,19.94767,,,,,,,,,,,,,,,,,,,
Guinea,438,1981,1,,,,78.34992,,,2.47754,,19.17254,,,,,,,,,,,,,,,,,,,
Guinea,438,1982,1,,,,78.9615,,,2.620757,,18.41774,,,,,,,,,,,,,,,,,,,
Guinea,438,1983,1,,,,79.54507,,,2.771499,,17.68344,,,,,,,,,,,,,,,,,,,
Guinea,438,1984,1,,,,80.10017,,,2.930099,,16.96973,,,,,,,,,,,,,,,,,,,
Guinea,438,1985,1,,,,80.62646,,,3.096899,,16.27665,,,,,,,,,,,,,,,,,,,
Guinea,438,1986,1,,,,81.12357,,,3.272248,,15.60418,,,,,,,,,,,,,,,,,,,
Guinea,438,1987,1,,,,81.59122,,,3.456506,,14.95227,,,,,,,,,,,,,,,,,,,
Guinea,438,1988,1,,,,82.02917,,,3.650039,,14.3208,,,,,,,,,,,,,,,,,,,
Guinea,438,1989,1,,,,82.43716,,,3.853221,,13.70962,,,,,,,,,,,,,,,,,,,
Guinea,438,1990,1,,,,82.81505,,,4.06643,,13.11853,,,,,,,,,,,,,,,,,,,
Guinea,438,1991,1,,,,83.16264,,,4.290052,,12.5473,,,,,,,,,,,,,,,,,,,
Guinea,438,1992,1,,,,83.47984,,,4.524477,,11.99568,,,,,,,,,,,,,,,,,,,
Guinea,438,1993,1,,,,83.76656,,,4.770092,,11.46335,,,,,,,,,,,,,,,,,,,
Guinea,438,1994,1,,,,84.02271,,,5.027293,,10.95,,,,,,,,,,,,,,,,,,,
Guinea,438,1995,1,,,,84.24825,,,5.296469,,10.45528,,,,,,,,,,,,,,,,,,,
Guinea,438,1996,1,,,,84.44317,,,5.578011,,9.97882,,,,,,,,,,,,,,,,,,,
Guinea,438,1997,1,,,,84.60747,,,5.872299,,9.520232,,,,,,,,,,,,,,,,,,,
Guinea,438,1998,1,,,,84.74117,,,6.179715,,9.079113,,,,,,,,,,,,,,,,,,,
Guinea,438,1999,1,,,,84.84432,,,6.500624,,8.655048,,,,,,,,,,,,,,,,,,,
Guinea,438,2000,1,,,,84.91701,,,6.835382,,8.247612,,,,,,,,,,,,,,,,,,,
Guinea,438,2001,1,,,,84.9593,,,7.18433,,7.856369,,,,,,,,,,,,,,,,,,,
Guinea,438,2002,1,,,,84.97133,,,7.547789,,7.480879,,,,,,,,,,,,,,,,,,,
Guinea,438,2003,1,,,,84.95324,,,7.926059,,7.120701,,,,,,,,,,,,,,,,,,,
Guinea,438,2004,1,,,,84.90519,,,8.31942,,6.775386,,,,,,,,,,,,,,,,,,,
Guinea,438,2005,1,,,,84.82739,,,8.728115,,6.444487,,,,,,,,,,,,,,,,,,,
Guinea,438,2006,1,,,,84.72008,,,9.15236,,6.127562,,,,,,,,,,,,,,,,,,,
Guinea,438,2007,1,,,,84.5835,,,9.592338,,5.824168,,,,,,,,,,,,,,,,,,,
Guinea,438,2008,1,,,,84.41795,,,10.04818,,5.533864,,,,,,,,,,,,,,,,,,,
Guinea,438,2009,1,,,,84.22379,,,10.51999,,5.256218,,,,,,,,,,,,,,,,,,,
Guinea,438,2010,1,,,,84.00137,,,11.00782,,4.990803,,,,,,,,,,,,,,,,,,,
Guinea,438,2011,1,,,,83.75115,,,11.51165,,4.737195,,,,,,,,,,,,,,,,,,,
Guinea,438,2012,1,,,,83.47359,,,12.03144,,4.494981,,,,,,,,,,,,,,,,,,,
Guinea,438,2013,1,,,,83.16918,,,12.56706,,4.263754,,,,,,,,,,,,,,,,,,,
Burkina Faso,439,1945,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,439,1946,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,439,1947,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,439,1948,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,439,1949,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,439,1950,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
