HMIID,YEAR,WBCC,COWCC,UCDPID,ACTORID,STATUS,HMISTART,HMISTAPR,HMIEND,HMIENDPR,ENDTYPE,VIOSTART,VIOSTAPR,VIOEND,VIOENDPR,VIODURAT,CONFLICT,VIOLENCE,ISSUE,NONSTATE,POLARITY,FATALITY,AREA,AREAA,POPULAT,POPULATA,REGION,MEDIATE6,MEDIATEI,ACCORD6,ACCORDI,EMBARGO6,EMBARGOI,COLDWAR,UNSC,REGIOORG,GOVTPERM,INTERVEN1,I1CCC,P5,INTERVEN2,I2CCC,INTERVEN3,I3CCC,COLONY2,SAVING,TARGET,TATROOP,ACTIVE,FORCE,INTERPOS,STARINTE,ENDINTE,DISARM,STARDISA,ENDDISA,CIVILIAN,STARCIVI,ENDCIVI,HUMANAID,STARHUMA,ENDHUMA,NOFLY,STARFLY,ENDFLY,SAFEAREA,STARAREA,ENDAREA,ENFORCE,STARENFO,ENDENFO,LOST,STARLOST,ENDLOST,REGIME,STARREGI,ENDREGI,GROUNDFO,GROUNDNO,GROUNDPO,GROUNDPOA,GROUNDAR,GROUNDARA,AIRFORCE,VIOLAREA,COUNTTRO,IDTROOPS,COUNTARM,IDARMS,CONTRA0,CONTRA1,CONTRA2,CONTRA3,CONTRA4,CONTRA5,CONTRA6,CONTRA7,ENDVIOL,FATAL1,FATALITYIY,FATAL2IY,FATALPRE,LOSSES,NEWVIOL,NEWFATAL,DISLOCATE
Iraq (Kurds) 1991-1997,1991,IRQ,645,271,"116, 231, 260, 261, 323, 823, 9999",2,07/04/1991,1,10/11/1997,1,1,05/03/1991,2,10/11/1997,1,1,1,1,1,1,2,1580,438000,40000,17900000,5800000,5,0,0,0,0,1,1,0,0,0,0,USA,2,1,UK,200,France,220,1,1,1,387500,1,1,0,-88,-88,0,-88,-88,1,07/04/1991,10/11/1997,1,07/04/1991,15/07/1991,1,10/04/1991,10/11/1997,1,19/04/1991,15/07/1991,0,-88,-88,0,-88,-88,0,-88,-88,1,23242,130,401,53,581,1,1,0,0,0,-88,1,0,0,0,0,0,0,0,0,47.88,301,1.12,1,0,1,17,0
Iraq (Kurds) 1991-1997,1992,IRQ,645,271,"116, 231, 260, 261, 323, 823, 9999",2,07/04/1991,1,10/11/1997,1,1,05/03/1991,2,10/11/1997,1,1,1,1,1,1,2,1580,438000,40000,18500000,6000000,5,0,0,0,0,1,1,0,0,0,0,USA,2,1,UK,200,France,220,1,1,1,387500,1,1,0,-88,-88,0,-88,-88,1,07/04/1991,10/11/1997,0,-88,-88,1,10/04/1991,10/11/1997,0,-88,-88,0,-88,-88,0,-88,-88,0,-88,-88,1,-99,-99,-99,0,-2,1,1,0,0,0,-88,1,0,0,0,0,0,0,0,0,47.88,128,0.35,1,0,1,17,0
Iraq (Kurds) 1991-1997,1993,IRQ,645,271,"116, 231, 260, 261, 323, 823, 9999",2,07/04/1991,1,10/11/1997,1,1,05/03/1991,2,10/11/1997,1,1,1,1,1,1,2,1580,438000,40000,19000000,6200000,5,0,0,0,0,1,1,0,0,0,0,USA,2,1,UK,200,France,220,1,1,1,387500,1,1,0,-88,-88,0,-88,-88,1,07/04/1991,10/11/1997,0,-88,-88,1,10/04/1991,10/11/1997,0,-88,-88,0,-88,-88,0,-88,-88,0,-88,-88,1,-99,-99,-99,0,-2,1,1,0,0,0,-88,1,0,0,0,0,0,0,0,0,47.88,158,0.43,1,0,1,17,0
Iraq (Kurds) 1991-1997,1994,IRQ,645,271,"116, 231, 260, 261, 323, 823, 9999",2,07/04/1991,1,10/11/1997,1,1,05/03/1991,2,10/11/1997,1,1,1,1,1,1,2,1580,438000,40000,19600000,6400000,5,0,0,0,0,1,1,0,0,0,0,USA,2,1,UK,200,France,220,1,1,1,387500,1,1,0,-88,-88,0,-88,-88,1,07/04/1991,10/11/1997,0,-88,-88,1,10/04/1991,10/11/1997,0,-88,-88,0,-88,-88,0,-88,-88,0,-88,-88,1,-99,-99,-99,0,-2,1,1,0,0,0,-88,1,0,0,0,0,0,0,0,0,47.88,824,2.26,1,0,1,17,0
Iraq (Kurds) 1991-1997,1995,IRQ,645,271,"116, 231, 260, 261, 323, 823, 9999",2,07/04/1991,1,10/11/1997,1,1,05/03/1991,2,10/11/1997,1,1,1,1,1,1,2,1580,438000,40000,20200000,6500000,5,0,0,0,0,1,1,0,0,0,0,USA,2,1,UK,200,France,220,1,1,1,387500,1,1,0,-88,-88,0,-88,-88,1,07/04/1991,10/11/1997,0,-88,-88,1,10/04/1991,10/11/1997,0,-88,-88,0,-88,-88,0,-88,-88,0,-88,-88,1,-99,-99,-99,0,-2,1,1,0,0,0,-88,1,0,0,0,0,0,0,0,0,47.85,1003,2.75,1,0,1,17,0
Iraq (Kurds) 1991-1997,1996,IRQ,645,271,"116, 231, 260, 261, 323, 823, 9999",2,07/04/1991,1,10/11/1997,1,1,05/03/1991,2,10/11/1997,1,1,1,1,1,1,2,1580,438000,40000,20800000,6700000,5,0,0,0,0,1,1,0,0,0,0,USA,2,1,UK,200,France,220,1,1,1,387500,1,1,0,-88,-88,0,-88,-88,1,07/04/1991,10/11/1997,0,-88,-88,1,10/04/1991,10/11/1997,0,-88,-88,0,-88,-88,0,-88,-88,0,-88,-88,1,-99,-99,-99,0,-2,1,1,0,0,0,-88,1,0,0,0,0,0,0,0,0,47.88,718,1.96,1,0,1,17,0
Iraq (Kurds) 1991-1997,1997,IRQ,645,271,"116, 231, 260, 261, 323, 823, 9999",2,07/04/1991,1,10/11/1997,1,1,05/03/1991,2,10/11/1997,1,1,1,1,1,1,2,1580,438000,40000,21500000,7000000,5,0,0,0,0,1,1,0,0,0,0,USA,2,1,UK,200,-88,-88,1,1,1,387500,1,1,0,-88,-88,0,-88,-88,1,07/04/1991,10/11/1997,0,-88,-88,1,10/04/1991,10/11/1997,0,-88,-88,0,-88,-88,0,-88,-88,0,-88,-88,1,1400,7,20,3,35,1,1,0,0,0,-88,1,0,0,0,0,0,0,0,0,47.88,2119,5.81,1,0,1,17,0
Iraq (South) 1992-1996,1992,IRQ,645,259,"116, 231, 9999",2,27/08/1992,1,31/12/1996,5,1,01/03/1991,2,31/12/1996,5,18,1,1,2,0,2,811,438000,131000,18500000,5600000,5,0,0,0,0,1,1,0,0,0,0,USA,2,1,UK,200,France,220,1,1,1,382500,1,1,0,-88,-88,0,-88,-88,0,-88,-88,0,-88,-88,1,27/08/1992,31/12/1996,0,-88,-88,0,-88,-88,0,-88,-88,0,-88,-88,0,-88,0,0,0,-1,1,2,0,-88,0,-88,1,0,0,0,0,0,0,0,0,1.49,418,3.34,1,19,1,33,0
Iraq (South) 1992-1996,1993,IRQ,645,259,"116, 231, 9999",2,27/08/1992,1,31/12/1996,5,1,01/03/1991,2,31/12/1996,5,18,1,1,2,0,2,811,438000,131000,19000000,5800000,5,0,0,0,0,1,1,0,0,0,0,USA,2,1,UK,200,France,220,1,1,1,382500,1,1,0,-88,-88,0,-88,-88,0,-88,-88,0,-88,-88,1,27/08/1992,31/12/1996,0,-88,-88,0,-88,-88,0,-88,-88,0,-88,-88,0,-88,0,0,0,-1,1,2,0,-88,0,-88,1,0,0,0,0,0,0,0,0,1.49,175,0.48,1,19,1,33,0
Iraq (South) 1992-1996,1994,IRQ,645,259,"116, 231, 9999",2,27/08/1992,1,31/12/1996,5,1,01/03/1991,2,31/12/1996,5,18,1,1,2,0,2,811,438000,131000,19600000,5900000,5,0,0,0,0,1,1,0,0,0,0,USA,2,1,UK,200,France,220,1,1,1,382500,1,1,0,-88,-88,0,-88,-88,0,-88,-88,0,-88,-88,1,27/08/1992,31/12/1996,0,-88,-88,0,-88,-88,0,-88,-88,0,-88,-88,0,-88,0,0,0,-1,1,2,0,-88,0,-88,1,0,0,0,0,0,0,0,0,1.49,69,0.19,1,19,1,33,0
Iraq (South) 1992-1996,1995,IRQ,645,259,"116, 231, 9999",2,27/08/1992,1,31/12/1996,5,1,01/03/1991,2,31/12/1996,5,18,1,1,2,0,2,811,438000,131000,20200000,6100000,5,0,0,0,0,1,1,0,0,0,0,USA,2,1,UK,200,France,220,1,1,1,382500,1,1,0,-88,-88,0,-88,-88,0,-88,-88,0,-88,-88,1,27/08/1992,31/12/1996,0,-88,-88,0,-88,-88,0,-88,-88,0,-88,-88,0,-88,0,0,0,-1,1,2,0,-88,0,-88,1,0,0,0,0,0,0,0,0,1.49,425,1.16,1,19,1,33,0
Iraq (South) 1992-1996,1996,IRQ,645,259,"116, 231, 9999",2,27/08/1992,1,31/12/1996,5,1,01/03/1991,2,31/12/1996,5,18,1,1,2,0,2,811,438000,131000,20800000,6300000,5,0,0,0,0,1,1,0,0,0,0,USA,2,1,UK,200,France,220,1,1,1,382500,1,1,0,-88,-88,0,-88,-88,0,-88,-88,0,-88,-88,1,27/08/1992,31/12/1996,0,-88,-88,0,-88,-88,0,-88,-88,0,-88,-88,0,-88,0,0,0,-1,1,2,0,-88,0,-88,1,0,0,0,0,0,0,0,0,1.49,46,0.13,1,19,1,33,0
Iraq 2014-,2014,IRQ,645,259,"116, 234, 4359, 9999",2,08/08/2014,1,0,-88,0,06/2014,3,0,-88,2,1,1,3,1,2,8317,438000,438000,35000000,35000000,5,-99,-99,0,0,1,1,0,0,2,2,USA,2,1,UK,200,Australia,900,1,1,2,31000,1,1,0,-88,-88,0,-88,-88,1,08/08/2014,-77,1,08/08/2014,-77,0,-88,-88,0,-88,-88,0,-88,-88,1,08/08/2014,-77,0,-88,-88,0,-88,0,0,0,0,1,2,0,-88,0,-88,1,0,0,0,0,0,0,0,0,122.31,6443,44.43,-88,-99,-88,-99,0
Iraq 2014-,2015,IRQ,645,259,"116, 234, 4359, 9999",2,08/08/2014,1,0,-88,0,06/2014,3,0,-88,2,1,1,3,1,2,8317,438000,438000,36100000,36100000,5,-99,-99,0,0,1,1,0,0,2,2,USA,2,1,UK,200,Australia,900,1,1,2,31000,1,1,0,-88,-88,0,-88,-88,1,08/08/2014,-77,1,08/08/2014,-77,0,-88,-88,0,-88,-88,0,-88,-88,1,08/08/2014,-77,0,-88,-88,0,-88,0,0,0,0,1,2,0,-88,0,-88,1,0,0,0,0,0,0,0,0,122.31,11236,30.78,-88,-99,-88,-99,0
Iraq 2014-,2016,IRQ,645,259,"116, 234, 4359, 9999",2,08/08/2014,1,0,-88,0,06/2014,3,0,-88,2,1,1,3,1,2,8317,438000,438000,37200000,37200000,5,-99,-99,0,0,1,1,0,0,2,2,USA,2,1,UK,200,Australia,900,1,1,2,31000,1,1,0,-88,-88,0,-88,-88,1,08/08/2014,-77,1,08/08/2014,-77,0,-88,-88,0,-88,-88,0,-88,-88,1,08/08/2014,-77,0,-88,-88,0,-88,0,0,0,0,1,2,0,-88,0,-88,1,0,0,0,0,0,0,0,0,122.31,11010,30.08,-88,-99,-88,-99,0
Lebanon 1976-1979,1976,LBN,660,260,"119, 204, 205, 237, 242",1,21/10/1976,1,30/04/1979,3,3,13/04/1975,1,13/10/1990,1,18,1,1,2,1,3,-99,10000,10000,2600000,2600000,5,0,0,0,0,-99,-99,1,0,2,2,Arab League,619,0,-88,-88,-88,-88,0,1,0,-88,1,1,1,15/11/1976,30/04/1979,1,21/10/1976,30/04/1979,-99,-88,-88,0,-88,-88,0,-88,-88,0,-88,-88,1,21/10/1976,30/04/1979,0,-88,-88,0,-88,-88,1,25100,965,965,2510,2510,0,2,0,-88,0,-88,-99,-99,-99,0,0,0,0,0,0,-99,-99,-99,-88,-99,-88,-88,0
Lebanon 1976-1979,1977,LBN,660,260,"119, 204, 205, 237, 242",1,21/10/1976,1,30/04/1979,3,3,13/04/1975,1,13/10/1990,1,18,1,1,2,1,3,-99,10000,10000,2600000,2600000,5,0,0,0,0,-99,-99,1,0,2,2,Arab League,619,0,-88,-88,-88,-88,0,1,0,-88,1,1,1,15/11/1976,30/04/1979,1,21/10/1976,30/04/1979,-99,-88,-88,0,-88,-88,0,-88,-88,0,-88,-88,1,21/10/1976,30/04/1979,0,-88,-88,0,-88,-88,1,-99,-99,-99,-99,-99,0,2,0,-88,0,-88,-99,-99,-99,0,0,0,0,0,0,-99,-99,-99,-88,-99,-88,-88,0
Lebanon 1976-1979,1978,LBN,660,260,"119, 204, 205, 237, 242",1,21/10/1976,1,30/04/1979,3,3,13/04/1975,1,13/10/1990,1,18,1,1,2,1,3,-99,10000,10000,2600000,2600000,5,0,0,0,0,-99,-99,1,0,2,2,Arab League,619,0,-88,-88,-88,-88,0,1,0,-88,1,1,1,15/11/1976,30/04/1979,1,21/10/1976,30/04/1979,-99,-88,-88,0,-88,-88,0,-88,-88,0,-88,-88,1,21/10/1976,30/04/1979,0,-88,-88,0,-88,-88,1,-99,-99,-99,-99,-99,0,2,0,-88,0,-88,-99,-99,-99,0,0,0,0,0,0,-99,-99,-99,-88,-99,-88,-88,0
Lebanon 1976-1979,1979,LBN,660,260,"119, 204, 205, 237, 242",1,21/10/1976,1,30/04/1979,3,3,13/04/1975,1,13/10/1990,1,18,1,1,2,1,3,-99,10000,10000,2600000,2600000,5,0,0,0,0,-99,-99,1,0,2,2,Arab League,619,0,-88,-88,-88,-88,0,1,0,-88,1,1,1,15/11/1976,30/04/1979,1,21/10/1976,30/04/1979,-99,-88,-88,0,-88,-88,0,-88,-88,0,-88,-88,1,21/10/1976,30/04/1979,0,-88,-88,0,-88,-88,1,-99,-99,-99,-99,-99,0,2,0,-88,0,-88,-99,-99,-99,0,0,0,0,0,0,-99,-99,-99,-88,-99,-88,-88,0
Lebanon 1982-1984,1982,LBN,660,260,"119, 121, 204, 237",2,24/09/1982,1,31/03/1984,1,3,13/04/1975,1,13/10/1990,1,89,1,1,2,1,3,-99,10000,10000,2600000,2600000,5,1,1,0,0,-99,-99,1,0,0,2,USA,2,1,Italy,325,France,220,1,1,0,-88,1,1,1,24/09/1982,31/03/1984,0,-88,-88,1,24/09/1982,31/03/1984,1,24/09/1982,31/03/1984,0,-88,-88,0,-88,-88,1,24/09/1982,31/03/1984,1,01/02/1983,31/03/1984,0,-88,-88,1,4100,158,158,410,410,1,2,1,Syria,1,Syria,1,0,0,0,0,0,0,0,0,-99,-99,-99,-88,303,-88,-99,0
Lebanon 1982-1984,1983,LBN,660,260,"119, 121, 204, 237",2,24/09/1982,1,31/03/1984,1,3,13/04/1975,1,13/10/1990,1,89,1,1,2,1,3,-99,10000,10000,2700000,2700000,5,1,1,0,0,-99,-99,1,0,0,2,USA,2,1,Italy,325,France,220,1,1,0,-88,1,1,1,24/09/1982,31/03/1984,0,-88,-88,1,24/09/1982,31/03/1984,1,24/09/1982,31/03/1984,0,-88,-88,0,-88,-88,1,24/09/1982,31/03/1984,1,01/02/1983,31/03/1984,0,-88,-88,1,6000,222,222,600,600,1,2,1,Syria,2,Syria,1,0,0,0,0,0,0,0,0,-99,-99,-99,-88,303,-88,-99,0
Lebanon 1982-1984,1984,LBN,660,260,"119, 121, 204, 237",2,24/09/1982,1,31/03/1984,1,3,13/04/1975,1,13/10/1990,1,89,1,1,2,1,3,-99,10000,10000,2700000,2700000,5,1,1,0,0,-99,-99,1,0,0,2,USA,2,1,Italy,325,France,220,1,1,0,-88,1,1,1,24/09/1982,31/03/1984,0,-88,-88,1,24/09/1982,31/03/1984,1,24/09/1982,31/03/1984,0,-88,-88,0,-88,-88,1,24/09/1982,31/03/1984,1,01/02/1983,31/03/1984,0,-88,-88,1,-99,-99,-99,-99,-99,1,2,1,Syria,3,Syria,1,0,0,0,0,0,0,0,0,-99,-99,-99,-88,303,-88,-99,0
Lebanon 2006,2006,LBN,660,426,"119, 206, 208, 366, 9999",1,11/08/2006,1,23/08/2006,1,1,12/07/2006,1,23/08/2006,1,1,1,1,1,0,2,-99,10000,10000,4100000,4100000,5,1,1,0,0,0,1,0,2,2,2,UN,1014,1,-88,-88,-88,-88,1,1,0,-88,1,1,-99,-88,-88,0,-88,-88,-99,-88,-88,-99,-88,-88,0,-88,-88,0,-88,-88,-99,-88,-88,0,-88,-88,0,-88,-88,1,-99,-99,-99,-99,-99,-99,-99,0,-88,0,-88,1,0,0,0,0,0,0,0,1,-99,-99,-99,-88,0,0,38,0
Liberia 1990-1996,1990,LBR,450,79,"79, 507, 508, 532, 639, 695, 696, 697, 1116, 80, 57901, 57902, 9999",2,24/08/1990,1,28/12/1996,1,1,26/12/1989,1,28/12/1996,1,8,1,1,2,1,3,3567,111000,111000,2100000,2100000,1,0,1,0,1,0,1,0,2,2,2,ECOWAS,2420,0,-88,-88,-88,-88,0,1,2,10000,1,1,1,11/1990,28/12/1996,1,12/1990,28/12/1996,1,11/1990,28/12/1996,1,10/1990,28/12/1996,0,-88,-88,1,11/1990,28/12/1996,1,24/08/1990,28/12/1996,1,22/11/1990,31/08/1995,0,-88,-88,1,6000,286,286,54,54,1,2,0,-88,1,Burkina Faso,1,0,0,0,0,0,0,0,0,14.8,176,1.36,1,700,1,5983,1
Liberia 1990-1996,1991,LBR,450,79,"79, 507, 508, 532, 639, 695, 696, 697, 1116, 80, 57901, 57902, 9999",2,24/08/1990,1,28/12/1996,1,1,26/12/1989,1,28/12/1996,1,8,1,1,2,1,3,3567,111000,111000,2100000,2100000,1,0,1,0,1,0,1,0,2,2,2,ECOWAS,2420,0,-88,-88,-88,-88,0,1,2,10000,1,1,1,11/1990,28/12/1996,1,12/1990,28/12/1996,1,11/1990,28/12/1996,1,10/1990,28/12/1996,0,-88,-88,1,11/1990,28/12/1996,1,24/08/1990,28/12/1996,1,22/11/1990,31/08/1995,0,-88,-88,1,7950,379,379,72,72,1,2,0,-88,1,Burkina Faso,1,0,0,0,0,0,0,0,0,14.8,578,1.58,1,700,1,5983,1
Liberia 1990-1996,1992,LBR,450,79,"79, 507, 508, 532, 639, 695, 696, 697, 1116, 80, 57901, 57902, 9999",2,24/08/1990,1,28/12/1996,1,1,26/12/1989,1,28/12/1996,1,8,1,1,2,1,3,3567,111000,111000,2000000,2000000,1,0,1,0,1,0,1,0,2,2,2,ECOWAS,2420,0,-88,-88,-88,-88,0,1,2,10000,1,1,1,11/1990,28/12/1996,1,12/1990,28/12/1996,1,11/1990,28/12/1996,1,10/1990,28/12/1996,0,-88,-88,1,11/1990,28/12/1996,1,24/08/1990,28/12/1996,1,22/11/1990,31/08/1995,0,-88,-88,1,7100,355,355,64,64,1,2,0,-88,1,Burkina Faso,1,0,0,0,0,0,0,0,0,14.8,453,1.24,1,700,1,5983,1
Liberia 1990-1996,1993,LBR,450,79,"79, 507, 508, 532, 639, 695, 696, 697, 1116, 80, 57901, 57902, 9999",2,24/08/1990,1,28/12/1996,1,1,26/12/1989,1,28/12/1996,1,8,1,1,2,1,3,3567,111000,111000,2000000,2000000,1,0,1,0,1,0,1,0,2,2,2,ECOWAS,2420,0,-88,-88,-88,-88,0,1,2,10000,1,1,1,11/1990,28/12/1996,1,12/1990,28/12/1996,1,11/1990,28/12/1996,1,10/1990,28/12/1996,0,-88,-88,1,11/1990,28/12/1996,1,24/08/1990,28/12/1996,1,22/11/1990,31/08/1995,0,-88,-88,1,11600,580,580,105,105,1,2,0,-88,1,Burkina Faso,1,0,0,0,0,0,0,0,0,14.8,2673,7.32,1,700,1,5983,1
Liberia 1990-1996,1994,LBR,450,79,"79, 507, 508, 532, 639, 695, 696, 697, 1116, 80, 57901, 57902, 9999",2,24/08/1990,1,28/12/1996,1,1,26/12/1989,1,28/12/1996,1,8,1,1,2,1,3,3567,111000,111000,2000000,2000000,1,0,1,0,1,0,1,0,2,2,2,ECOWAS,2420,0,-88,-88,-88,-88,0,1,2,10000,1,1,1,11/1990,28/12/1996,1,12/1990,28/12/1996,1,11/1990,28/12/1996,1,10/1990,28/12/1996,0,-88,-88,1,11/1990,28/12/1996,1,24/08/1990,28/12/1996,1,22/11/1990,31/08/1995,0,-88,-88,1,12400,620,620,112,112,1,2,0,-88,1,Burkina Faso,1,0,0,0,0,0,0,0,0,14.8,4167,11.42,1,700,1,5983,1
Liberia 1990-1996,1995,LBR,450,79,"79, 507, 508, 532, 639, 695, 696, 697, 1116, 80, 57901, 57902, 9999",2,24/08/1990,1,28/12/1996,1,1,26/12/1989,1,28/12/1996,1,8,1,1,2,1,3,3567,111000,111000,2100000,2100000,1,0,1,0,1,0,1,0,2,2,2,ECOWAS,2420,0,-88,-88,-88,-88,0,1,2,10000,1,1,1,11/1990,28/12/1996,1,12/1990,28/12/1996,1,11/1990,28/12/1996,1,10/1990,28/12/1996,0,-88,-88,1,11/1990,28/12/1996,1,24/08/1990,28/12/1996,1,22/11/1990,31/08/1995,0,-88,-88,1,8600,410,410,77,77,1,2,0,-88,1,Burkina Faso,1,0,0,0,0,0,0,0,0,14.8,2290,6.27,1,700,1,5983,1
Liberia 1990-1996,1996,LBR,450,79,"79, 507, 508, 532, 639, 695, 696, 697, 1116, 80, 57901, 57902, 9999",2,24/08/1990,1,28/12/1996,1,1,26/12/1989,1,28/12/1996,1,8,1,1,2,1,3,3567,111000,111000,2200000,2200000,1,0,1,0,1,0,1,0,2,2,2,ECOWAS,2420,0,-88,-88,-88,-88,0,1,2,10000,1,1,1,11/1990,28/12/1996,1,12/1990,28/12/1996,1,11/1990,28/12/1996,1,10/1990,28/12/1996,0,-88,-88,1,11/1990,28/12/1996,1,24/08/1990,28/12/1996,0,-88,-88,0,-88,-88,1,8600,391,391,77,77,1,2,0,-88,1,Burkina Faso,1,0,0,0,0,0,0,0,0,14.8,3091,8.54,1,700,1,5983,1
Libya 2011,2011,LBY,620,11346,"111, 1126, 1127, 9999",2,19/03/2011,1,23/10/2011,1,3,28/02/2011,1,23/11/2011,1,1,1,1,2,0,2,217,1759000,1759000,6200000,6200000,1,0,0,0,0,1,1,0,2,1,0,NATO,1060,1,Jordan,663,Qatar,694,0,1,1,76000,1,1,0,-88,-88,0,-88,-88,1,19/03/2011,23/10/2011,1,19/03/2011,23/10/2011,1,19/03/2011,23/10/2011,0,-88,-88,0,-88,-88,1,19/03/2011,23/10/2011,1,15/04/2011,20/10/2011,0,-88,0,0,0,0,1,2,0,-88,0,-88,1,0,0,0,0,0,0,0,1,12.06,1706,7.83,1,1,1,1430,1
Mali 2013-,2013,MLI,432,"372, 11347, 14113","72, 539, 607, 4380, 5880, 5881, 937, 1157, 1158, 1161, 1164, 3481, 4376, 9999",2,11/01/2013,1,0,-88,0,17/01/2012,2,0,-88,12,1,1,3,1,3,348,1240000,1240000,16500000,16500000,1,-99,-99,0,1,0,0,0,2,2,2,UN,1014,1,AU,2400,France,220,1,1,2,-99,1,1,0,-88,-88,0,-88,-88,1,11/01/2013,-77,1,11/01/2013,-77,0,-88,-88,0,-88,-88,1,18/06/2013,-77,1,11/01/2013,-77,0,-88,-88,1,8694,53,53,7,7,1,2,0,-88,0,-88,1,0,0,0,0,0,0,0,0,0.97,872,2.46,1,-99,-88,-99,0
Mali 2013-,2014,MLI,433,"372, 11347, 14114","72, 539, 607, 4380, 5880, 5881, 937, 1157, 1158, 1161, 1164, 3481, 4376, 9999",2,11/01/2013,1,0,-88,0,17/01/2012,2,0,-88,12,1,1,3,1,3,348,1240000,1240000,17000000,17000000,1,-99,-99,0,1,0,0,0,2,2,2,UN,1014,1,France,220,-88,-88,1,1,2,-99,1,1,0,-88,-88,0,-88,-88,1,11/01/2013,-77,1,11/01/2013,-77,0,-88,-88,0,-88,-88,1,18/06/2013,-77,1,11.01.2013,-77,0,-88,-88,1,9921,58,58,8,8,1,2,0,-88,0,-88,1,0,0,0,0,0,0,0,0,0.97,291,0.80,1,-99,-88,-99,0
Mali 2013-,2015,MLI,434,"372, 11347, 14115","72, 539, 607, 4380, 5880, 5881, 937, 1157, 1158, 1161, 1164, 3481, 4376, 9999",2,11/01/2013,1,0,-88,0,17/01/2012,2,0,-88,12,1,1,3,1,3,348,1240000,1240000,17500000,17500000,1,-99,-99,0,1,0,0,0,2,2,2,UN,1014,1,France,220,-88,-88,1,1,2,-99,1,1,0,-88,-88,0,-88,-88,1,11/01/2013,-77,1,11/01/2013,-77,0,-88,-88,0,-88,-88,1,18/06/2013,-77,1,11.01.2013,-77,0,-88,-88,1,10563,60,60,9,9,1,2,0,-88,0,-88,1,0,0,0,0,0,0,0,0,0.97,241,0.66,1,-99,-88,-99,0
Mali 2013-,2016,MLI,435,"372, 11347, 14116","72, 539, 607, 4380, 5880, 5881, 937, 1157, 1158, 1161, 1164, 3481, 4376, 9999",2,11/01/2013,1,0,-88,0,17/01/2012,2,0,-88,12,1,1,3,1,3,348,1240000,1240000,18000000,18000000,1,-99,-99,0,1,0,0,0,2,2,2,UN,1014,1,France,220,-88,-88,1,1,2,-99,1,1,0,-88,-88,0,-88,-88,1,11/01/2013,-77,1,11/01/2013,-77,0,-88,-88,0,-88,-88,1,18/06/2013,-77,1,11.01.2013,-77,0,-88,-88,1,10808,60,60,9,9,1,2,0,-88,0,-88,1,0,0,0,0,0,0,0,0,0.97,187,0.51,1,-99,-88,-99,0
Moldova 1992,1992,MDV,359,394,"55, 344",1,21/06/1992,2,31/07/1992,1,1,13/12/1991,1,31/07/1992,1,7,1,0,1,0,2,336,33900,3600,3700000,600000,4,0,1,0,1,-99,-99,0,0,0,0,Russia,365,1,-88,-88,-88,-88,1,1,1,12000,1,-77,1,21/06/1992,31/07/1992,0,-88,-88,1,21/06/1992,31/07/1992,1,-99,-99,0,-88,-88,0,-88,-88,1,21/06/1992,31/07/1992,1,21/06/1992,31/07/1992,0,-88,-88,1,7700,208,1283,227,2139,1,2,0,-88,0,-88,-99,0,0,0,-99,0,0,-99,1,1.76,249,3.36,1,-99,0,-88,0
Pakistan 1971,1971,BGD,770,312,"143, 142, 9999",1,04/12/1971,1,16/12/1971,1,1,25/03/1971,1,16/12/1971,1,8,1,1,1,0,2,-99,1000000,148000,126000000,66000000,3,0,0,0,0,-99,-99,1,0,0,0,India,750,0,-88,-88,-88,-88,0,1,1,100000,1,1,0,-88,-88,0,-88,-88,0,-88,-88,0,-88,-88,0,-88,-88,0,-88,-88,0,-88,-88,1,04/12/1971,16/12/1971,0,-88,-88,1,950000,754,1439,950,6419,1,2,0,-88,0,-88,0,0,0,1,0,0,0,0,1,-99,-99,-99,-88,-99,1,-99,0
Rwanda 1994 ,1994,RWA,517,374,"94, 527, 623, 9999",2,23/06/1994,1,21/08/1994,1,3,06/04/1994,1,01/03/2002,1,3,1,1,2,0,2,428837,25000,25000,6000000,6000000,1,1,0,0,0,1,1,0,2,0,2,France,220,1,Senegal,433,Chad,483,0,1,0,-88,1,1,1,34508,34532,0,-88,-88,1,34508,34567,1,34519,34567,0,-88,-88,1,34519,34567,1,34508,34532,0,-88,-88,0,-88,-88,1,3434,57,57,137,137,1,2,0,-88,0,-88,1,0,0,0,0,0,0,0,0,5497.91,42831,725.95,1,0,-88,-99,0
Sierra Leone 1997-1999,1997,SLE,451,382,"80, 532, 533, 534, 9999",2,31/05/1997,2,24/05/1999,1,2,23/03/1991,1,20/12/2001,2,74,1,1,2,0,2,8848,72000,72000,4300000,4300000,1,0,1,1,1,0,1,0,2,1,0,Nigeria,475,0,ECOWAS,2420,-88,-88,0,1,2,15000,1,1,0,-88,-88,0,-88,-88,1,31/05/1997,24/05/1999,0,-88,-88,0,-88,-88,0,-88,-88,1,07/1997,02/1998,1,31/05/1997,10/03/1999,1,31/05/1997,10/03/1998,1,3700,86,86,51,51,1,2,1,NPFL,1,NPFL,1,0,0,0,0,0,0,0,0,4.02,960,3.39,1,-99,0,-88,0
